"sequenceId","deploymentid","samplingpoint","projectname","organisationname","isblank","issetuppickup","isunknown","sequencestart","sequenceend","countassets"
"4198fe3d-8db8-4c0f-add4-a7ff82d9e958","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:03:22 23:55:51""","""2020:03:22 23:55:57""","10"
"8362b196-2d1d-4486-982c-feacd1a63510","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:03:17 10:59:01""","""2020:03:17 11:18:36""","811"
"b9ad3509-3bc7-40d0-9ca7-598daacd592e","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2020:03:17 14:31:34""","""2020:03:17 14:31:40""","10"
"6c3db4a7-0abc-41ab-992b-ec7e223d82e8","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2020:03:17 23:06:15""","""2020:03:17 23:06:21""","10"
"97908939-5365-4692-899f-7cacae191412","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2020:03:18 03:56:50""","""2020:03:18 03:56:57""","10"
"b16acfd1-18df-4f45-b283-169fcd3f9341","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2020:03:18 05:56:39""","""2020:03:18 05:56:44""","10"
"f48b628d-c527-468e-ad11-08f2103855f7","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2020:03:18 08:35:45""","""2020:03:18 08:35:50""","10"
"ec25bc57-4b03-4dd5-9aa6-4fc33775d934","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:03:18 10:04:36""","""2020:03:18 10:06:43""","50"
"e4ec47b4-bb1e-4179-829d-197e8af4eb9a","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:03:18 10:12:21""","""2020:03:18 10:16:24""","120"
"89d8a85a-4acc-4d41-9be8-e1b147374093","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:03:18 10:18:50""","""2020:03:18 10:31:03""","730"
"18d1750c-9c23-48be-82a7-5ba5689b620c","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:03:18 10:47:02""","""2020:03:18 10:53:54""","180"
"f4b8aef0-2192-4589-8f63-39f8478ad31b","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2020:03:18 18:47:11""","""2020:03:18 18:47:16""","10"
"a9f87447-d618-4db3-bcaa-1782e6136449","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2020:03:19 14:43:47""","""2020:03:19 14:43:53""","10"
"9de8f827-38ea-4f7b-b149-da16c749db95","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2020:03:20 13:33:35""","""2020:03:20 13:33:41""","10"
"ac6596c5-a006-40cf-b7a3-c640096e6cb0","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2020:03:20 16:45:41""","""2020:03:20 16:45:46""","10"
"f0874d59-4f10-47ef-966c-73332f41aad3","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:03:21 10:05:13""","""2020:03:21 10:07:59""","80"
"1379088d-5e50-4aed-bdfc-72bbd4b6864a","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:03:21 10:10:19""","""2020:03:21 10:13:05""","110"
"e60b69ac-b41e-4bdd-adb3-52ff4626aa94","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:03:21 10:15:33""","""2020:03:21 10:32:47""","640"
"558d8455-4ba1-492d-b0f5-a5411c2a9963","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:03:21 11:10:35""","""2020:03:21 11:10:41""","10"
"87bbf566-4cde-496b-b8f6-6f35327dc91a","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2020:03:22 06:27:25""","""2020:03:22 06:27:31""","10"
"360b0a60-7077-4146-882a-0009987e8021","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:03:22 09:57:51""","""2020:03:22 10:28:05""","1240"
"1393fff1-64f5-43a0-85ff-5ef25a2e1b8e","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:03:22 10:30:27""","""2020:03:22 10:34:53""","110"
"a43b7515-1629-4f9e-9eb9-52b1ceed8d47","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:03:22 10:42:33""","""2020:03:22 10:53:28""","510"
"86acc131-10d6-4ddd-842a-8a89dfd9b428","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:03:22 11:14:20""","""2020:03:22 11:14:25""","10"
"e86e478d-67cf-4352-a5c3-37541b80e770","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:03:23 10:01:45""","""2020:03:23 10:28:32""","1379"
"24e13e0c-7c16-4bda-95a8-7a701642b163","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:03:23 10:43:22""","""2020:03:23 10:47:29""","110"
"dcd084dc-518d-4df6-b4c5-e2719d47e1d3","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:03:23 10:50:49""","""2020:03:23 10:50:55""","10"
"12f48093-4373-414f-9fad-201ec9d44a95","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:03:23 10:53:39""","""2020:03:23 10:54:57""","60"
"114be691-999b-4ec6-b4e6-09f3008548fe","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:03:23 10:58:28""","""2020:03:23 11:02:41""","240"
"4431fb72-5eb4-48d2-8198-be7bf0f8fe8d","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2020:03:24 04:05:49""","""2020:03:24 04:05:55""","10"
"1ace9642-55f5-4afa-bd86-9192f056f089","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2020:03:24 06:46:29""","""2020:03:24 06:46:35""","10"
"ebeca65f-ca32-4d89-83b2-591dfbc0edfb","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:03:24 10:06:54""","""2020:03:24 10:09:56""","170"
"57bd4a27-0926-4015-b6ad-2492df3d865b","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2020:03:24 15:13:49""","""2020:03:24 15:13:54""","10"
"e84c72cc-a5a9-4885-8ab5-55576bf1ceec","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2020:03:18 14:35:58""","""2020:03:18 14:36:04""","10"
"6b12dda4-435e-4e29-a9fb-1312f41a1f55","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2020:03:20 21:31:11""","""2020:03:20 21:31:18""","10"
"61c79f3b-3e3c-4628-8c29-10da85f02427","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2020:03:24 22:43:51""","""2020:03:24 22:43:58""","10"
"9c7e0625-ac0d-42ad-8e3f-49e4627b4e8c","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:03:21 10:02:40""","""2020:03:21 10:02:47""","10"
"30b0d4e6-1c18-479e-b209-bfbeae9589ac","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2020:03:24 19:56:03""","""2020:03:24 19:56:09""","10"
"3776549a-1530-4086-9e70-01bdb716065a","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2020:03:25 03:31:37""","""2020:03:25 03:31:43""","10"
"8b91cac0-7be4-47a3-9469-47c228e52817","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2020:03:24 22:26:48""","""2020:03:24 22:26:54""","10"
"a96f689e-ad1b-4206-8157-f7a7361d05cc","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:03:17 14:03:27""","""2020:03:17 14:03:32""","10"
"179ab825-6032-40f2-bc1c-fbfe9c6c4f08","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2020:03:17 14:44:44""","""2020:03:17 14:44:50""","10"
"097f962f-e95e-4301-a8c6-adfbef081f33","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:03:18 04:17:31""","""2020:03:18 04:17:40""","10"
"e050595d-744b-4699-a48e-f19887d58a77","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2020:03:21 14:15:00""","""2020:03:21 14:15:06""","10"
"954ccffd-1786-4b0c-b608-a77fc47cb3c1","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2020:03:26 01:43:03""","""2020:03:26 01:43:09""","10"
"db0b5538-1728-4afb-929e-dd582af84289","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2020:03:22 22:03:53""","""2020:03:22 22:04:00""","10"
"ba15a650-2bd3-4a82-82e3-2eea9be9a0fb","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2020:03:26 00:55:07""","""2020:03:26 00:55:14""","10"
"93681b3b-e4e9-4576-9fce-4404d494d3fd","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2020:03:18 04:54:36""","""2020:03:18 04:54:43""","10"
"e47c4ce6-4191-44e9-a4a0-388376ed4eed","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2020:03:24 23:22:28""","""2020:03:24 23:22:45""","20"
"ef528b45-07f5-42e9-bf39-ea8b1bc91cb9","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2020:03:25 03:07:19""","""2020:03:25 03:07:24""","10"
"a8f1c424-102e-4f11-9000-1bb2cb94fe62","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:03:22 10:55:59""","""2020:03:22 11:05:45""","310"
"09cf033d-06ec-4335-8bca-e3cddeeef533","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:03:22 11:16:43""","""2020:03:22 11:16:48""","10"
"eb9a48fd-9e64-4c3a-95a4-011ee78c5652","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:03:21 11:05:45""","""2020:03:21 11:05:51""","10"
"b4d5909e-7b9f-4a87-85d8-0dd058291b3b","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2020:03:21 10:42:31""","""2020:03:21 10:46:11""","50"
"05f8d6b6-17cf-4fbd-bdec-dacc0eefbee4","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:03:19 01:25:30""","""2020:03:19 01:25:40""","10"
"6206f2dd-0335-4547-b19c-e2d6fce0856f","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","false","false","true","""2020:03:19 04:22:14""","""2020:03:19 04:22:20""","10"
"857212dd-b10d-461a-8de3-049f4147f98d","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:03:18 10:56:59""","""2020:03:18 11:17:39""","710"
"26ee478b-f551-4934-aaf8-5afd5145bee8","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2020:03:18 16:20:32""","""2020:03:18 16:20:38""","10"
"b91b0019-b62e-4d68-b702-6ace1da9ebfd","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2020:03:22 19:07:57""","""2020:03:22 19:08:03""","10"
"2cb93bdd-6cd2-4fdc-86dc-ca45a5a4f4e7","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:03:24 10:12:29""","""2020:03:24 10:31:26""","840"
"d81d2561-56a2-4086-bd16-b74d684e1fb5","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2020:03:25 02:19:40""","""2020:03:25 02:19:47""","10"
"450d634c-ebbe-4a5a-9cfe-4002faf67740","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:03:25 10:07:48""","""2020:03:25 10:10:21""","160"
"787af924-e9cf-4999-ae29-0368515c6ee3","7dea44d9-eb20-4a1e-907d-f00ffd7a427f","Mica Herne","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:03:25 10:24:48""","""2020:03:25 10:32:08""","570"
"2017338b-593b-4b13-8df1-27ad5856162e","f7220563-3ce6-461d-ace0-c7c9061a8f3d","B_ML_val 06_Oostpolderkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:04:27 23:01:37""","""2020:04:27 23:01:43""","10"
"18ee762b-4978-4002-9b0e-8671c944af36","f7220563-3ce6-461d-ace0-c7c9061a8f3d","B_ML_val 06_Oostpolderkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:04:27 23:26:18""","""2020:04:27 23:26:24""","10"
"d8df6ae8-754d-42e0-bd58-db84cd7f5506","f7220563-3ce6-461d-ace0-c7c9061a8f3d","B_ML_val 06_Oostpolderkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:04:28 00:24:41""","""2020:04:28 00:25:02""","20"
"45891605-928c-445d-9878-8106b9328fa4","f7220563-3ce6-461d-ace0-c7c9061a8f3d","B_ML_val 06_Oostpolderkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:04:28 00:30:18""","""2020:04:28 00:30:34""","20"
"cfe960c8-0cb3-4725-8eef-822693ecc1cd","f7220563-3ce6-461d-ace0-c7c9061a8f3d","B_ML_val 06_Oostpolderkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:04:28 01:21:27""","""2020:04:28 01:21:32""","10"
"178fe96f-e68d-4a00-a324-1e18c64cf242","f7220563-3ce6-461d-ace0-c7c9061a8f3d","B_ML_val 06_Oostpolderkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:04:28 01:33:18""","""2020:04:28 01:33:23""","10"
"ba9d9e19-ef26-4407-9a0c-280a1c2a8ebd","f7220563-3ce6-461d-ace0-c7c9061a8f3d","B_ML_val 06_Oostpolderkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:04:28 01:50:31""","""2020:04:28 01:50:36""","10"
"bc8ee780-99ac-4a14-8edd-b4471f9d5f44","f7220563-3ce6-461d-ace0-c7c9061a8f3d","B_ML_val 06_Oostpolderkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:04:28 02:07:05""","""2020:04:28 02:07:11""","10"
"4caf5cab-e22d-4dcf-88cb-89f4771eea52","f7220563-3ce6-461d-ace0-c7c9061a8f3d","B_ML_val 06_Oostpolderkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:04:28 02:10:49""","""2020:04:28 02:11:10""","20"
"69160fb6-5bfa-4630-bd89-6a31abf227c1","f7220563-3ce6-461d-ace0-c7c9061a8f3d","B_ML_val 06_Oostpolderkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:04:28 02:36:21""","""2020:04:28 02:36:27""","10"
"85e332cf-3c44-42df-add8-d199f21a5cf6","f7220563-3ce6-461d-ace0-c7c9061a8f3d","B_ML_val 06_Oostpolderkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:04:28 02:44:46""","""2020:04:28 02:44:52""","10"
"87e7f767-6050-46a7-8ca0-d9f20becdd67","f7220563-3ce6-461d-ace0-c7c9061a8f3d","B_ML_val 06_Oostpolderkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:04:28 03:27:22""","""2020:04:28 03:27:27""","10"
"e512800c-c7c9-4ecd-bbc5-74049eaee527","f7220563-3ce6-461d-ace0-c7c9061a8f3d","B_ML_val 06_Oostpolderkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:04:28 05:40:22""","""2020:04:28 05:40:27""","10"
"e52656c2-37c9-4151-aadc-d2fe43ede2bc","f7220563-3ce6-461d-ace0-c7c9061a8f3d","B_ML_val 06_Oostpolderkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:04:28 06:17:42""","""2020:04:28 06:17:48""","10"
"59de52cc-e7b6-4b57-b5e9-b9d9e3fe2bd4","f7220563-3ce6-461d-ace0-c7c9061a8f3d","B_ML_val 06_Oostpolderkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:04:28 06:22:32""","""2020:04:28 06:22:38""","10"
"5a7eb336-7fc4-4981-9abe-97dc8bf11327","f7220563-3ce6-461d-ace0-c7c9061a8f3d","B_ML_val 06_Oostpolderkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:04:28 06:25:30""","""2020:04:28 06:26:05""","20"
"63afa30c-2eac-440f-9b5a-92748bb7d02d","f7220563-3ce6-461d-ace0-c7c9061a8f3d","B_ML_val 06_Oostpolderkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:04:28 06:28:25""","""2020:04:28 06:38:22""","90"
"2a28743d-a4cf-4a6e-9c93-d0ff58bc395d","f7220563-3ce6-461d-ace0-c7c9061a8f3d","B_ML_val 06_Oostpolderkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:04:28 23:05:58""","""2020:04:28 23:07:27""","20"
"526bc117-69e6-456c-b498-d28e32069b65","f7220563-3ce6-461d-ace0-c7c9061a8f3d","B_ML_val 06_Oostpolderkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:04:28 23:11:19""","""2020:04:28 23:11:25""","10"
"a8bdb5d8-1ed2-4489-b4d7-6ad775809c4f","f7220563-3ce6-461d-ace0-c7c9061a8f3d","B_ML_val 06_Oostpolderkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:04:28 23:14:53""","""2020:04:28 23:14:59""","10"
"e9c981dc-69e0-4749-bee4-cb3704bf2227","f7220563-3ce6-461d-ace0-c7c9061a8f3d","B_ML_val 06_Oostpolderkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:04:28 23:59:27""","""2020:04:28 23:59:33""","10"
"a735827d-1a5c-41e4-a09b-0fc0358eb64a","f7220563-3ce6-461d-ace0-c7c9061a8f3d","B_ML_val 06_Oostpolderkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:04:29 00:07:19""","""2020:04:29 00:07:24""","10"
"069e3423-983b-432b-a2cc-4c6c2fac0ec7","f7220563-3ce6-461d-ace0-c7c9061a8f3d","B_ML_val 06_Oostpolderkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:04:29 00:11:19""","""2020:04:29 00:11:24""","10"
"79d2296a-72b3-447b-8723-7ab0d017597f","f7220563-3ce6-461d-ace0-c7c9061a8f3d","B_ML_val 06_Oostpolderkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:04:29 00:32:01""","""2020:04:29 00:32:06""","10"
"f37c6551-b4dc-4ef9-9da2-484897d5a9f6","f7220563-3ce6-461d-ace0-c7c9061a8f3d","B_ML_val 06_Oostpolderkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:04:29 01:06:03""","""2020:04:29 01:06:09""","10"
"cd950eb7-8c77-4bc5-9cb1-f70e44269486","f7220563-3ce6-461d-ace0-c7c9061a8f3d","B_ML_val 06_Oostpolderkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:04:29 04:16:13""","""2020:04:29 04:16:20""","10"
"f9599b02-76ad-4ae5-84e6-b9affc78815f","f7220563-3ce6-461d-ace0-c7c9061a8f3d","B_ML_val 06_Oostpolderkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:04:29 05:14:27""","""2020:04:29 05:14:34""","10"
